ASN	NumberofUsers	Country	%ofCountry
327716	3975	BW	0.78
17683	3975	JP	0.0
140864	3974	BD	0.02
198377	3974	PL	0.01
204801	3974	PL	0.01
134714	3973	MM	0.29
12684	3973	US	0.0
395040	3973	US	0.0
197443	3973	RU	0.0
61337	3971	GB	0.01
38456	3971	PG	0.4
268448	3968	BR	0.0
264893	3968	BR	0.0
200985	3968	CZ	0.04
27948	3967	EC	0.05
27	3965	US	0.0
42425	3965	IT	0.01
4010	3965	US	0.0
263885	3965	BR	0.0
13041	3962	ES	0.01
60068	3962	ES	0.01
8218	3962	FR	0.01
29337	3962	ES	0.01
38071	3962	BD	0.02
27755	3961	PA	0.21
15350	3961	US	0.0
6307	3961	US	0.0
8014	3961	US	0.0
60852	3960	RU	0.0
56694	3960	RU	0.0
267162	3959	BR	0.0
263387	3959	BR	0.0
5774	3957	US	0.0
61508	3956	AR	0.01
266843	3954	AR	0.01
269145	3953	BR	0.0
20709	3952	UA	0.02
48348	3952	ES	0.01
59596	3952	RU	0.0
265609	3952	MX	0.01
39908	3950	UA	0.02
60855	3948	FR	0.01
41959	3948	PL	0.01
267033	3947	BR	0.0
10	3945	CZ	0.04
42469	3945	UA	0.02
198431	3944	PL	0.01
268771	3944	BR	0.0
266143	3944	BR	0.0
264004	3944	BR	0.0
20299	3943	CR	0.14
202126	3941	PL	0.01
269500	3941	BR	0.0
264214	3941	BR	0.0
39365	3939	LV	0.27
51279	3938	UA	0.02
268865	3938	BR	0.0
199113	3938	PL	0.01
197790	3938	PL	0.01
11167	3938	US	0.0
5758	3938	US	0.0
208859	3936	IQ	0.08
206701	3936	IT	0.01
266306	3935	BR	0.0
263259	3935	BR	0.0
264478	3935	BR	0.0
138738	3934	IN	0.0
60784	3934	BG	0.1
16637	3933	BW	0.78
264784	3933	AR	0.01
269181	3932	BR	0.0
61408	3932	ES	0.01
40926	3930	US	0.0
265856	3930	AR	0.01
263993	3929	BR	0.0
268836	3929	BR	0.0
268383	3929	BR	0.0
42717	3928	PL	0.01
60202	3928	BG	0.1
31716	3928	RS	0.08
17766	3927	AU	0.02
17707	3927	JP	0.0
13943	3926	US	0.0
268193	3926	BR	0.0
18913	3926	US	0.0
135098	3925	BD	0.02
33230	3925	CA	0.01
267374	3923	BR	0.0
265997	3923	BR	0.0
53114	3923	BR	0.0
328064	3922	ZA	0.01
13429	3922	US	0.0
205385	3921	IT	0.01
265011	3920	BR	0.0
30722	3919	AL	0.21
206089	3919	ES	0.01
21992	3919	CA	0.01
40111	3918	US	0.0
267235	3917	BR	0.0
137530	3917	BD	0.02
51738	3915	UA	0.02
263858	3914	BR	0.0
267285	3914	BR	0.0
6663	3913	RO	0.03
42160	3912	BE	0.04
198928	3912	PL	0.01
203641	3912	ES	0.01
138322	3912	FR	0.01
52743	3911	BR	0.0
45294	3911	ID	0.01
268993	3911	BR	0.0
393577	3910	US	0.0
268846	3908	BR	0.0
265085	3908	BR	0.0
270278	3908	BR	0.0
133715	3908	IN	0.0
266413	3908	BR	0.0
48226	3906	RU	0.0
210238	3906	IT	0.01
265298	3905	BR	0.0
5377	3903	NO	0.07
269182	3902	BR	0.0
14735	3902	CA	0.01
265024	3902	BR	0.0
264712	3901	AR	0.01
48271	3901	KG	0.18
269726	3900	AR	0.01
136368	3900	IN	0.0
3598	3900	SG	0.08
136745	3899	BD	0.02
3214	3899	DE	0.01
264413	3899	BR	0.0
266940	3899	BR	0.0
34577	3899	DE	0.01
397270	3898	US	0.0
59711	3898	GB	0.01
1967	3898	TR	0.01
263251	3896	BR	0.0
24532	3895	ID	0.01
26123	3894	US	0.0
196938	3894	RU	0.0
264969	3893	BR	0.0
9104	3892	IT	0.01
34878	3891	DE	0.01
270598	3890	BR	0.0
10865	3890	CA	0.01
30336	3890	CA	0.01
203821	3889	PL	0.01
41121	3889	HR	0.13
61839	3887	BR	0.0
265314	3887	BR	0.0
266634	3887	BR	0.0
269180	3887	BR	0.0
11809	3887	US	0.0
210329	3887	GB	0.01
133480	3885	NZ	0.09
131583	3885	NZ	0.09
269135	3884	BR	0.0
44974	3882	DE	0.01
9009	3882	AR	0.01
201559	3881	CZ	0.04
265186	3881	BR	0.0
34467	3881	RU	0.0
394996	3880	NL	0.02
44444	3880	FR	0.01
269286	3878	BR	0.0
203791	3877	RU	0.0
138567	3876	BD	0.02
265459	3875	BR	0.0
268156	3875	BR	0.0
393885	3875	US	0.0
31404	3874	BE	0.04
328624	3874	ZA	0.01
328409	3874	ZA	0.01
41148	3873	RU	0.0
15590	3873	DE	0.01
197235	3873	RU	0.0
268279	3872	BR	0.0
61864	3872	BR	0.0
15146	3871	US	0.0
264746	3870	EC	0.05
268117	3869	BR	0.0
52080	3868	CY	0.45
19218	3867	US	0.0
396982	3867	NO	0.07
140888	3866	BD	0.02
262298	3866	BR	0.0
265152	3866	BR	0.0
269171	3866	BR	0.0
56699	3865	RU	0.0
51551	3865	GB	0.01
27847	3864	DO	0.07
59675	3864	DE	0.01
263264	3863	BR	0.0
18420	3863	TW	0.02
43073	3863	PL	0.01
3685	3863	US	0.0
60468	3863	PL	0.01
265629	3863	EC	0.05
139421	3861	ID	0.01
209170	3860	ES	0.01
28238	3860	BR	0.0
264086	3860	BR	0.0
1999	3859	US	0.0
27353	3859	US	0.0
35226	3858	IE	0.1
203781	3857	UA	0.02
198248	3857	CZ	0.04
202513	3857	ES	0.01
266422	3857	BR	0.0
198192	3857	ES	0.01
15881	3856	TJ	0.22
60989	3856	IT	0.01
204295	3856	PL	0.01
397803	3855	US	0.0
26	3855	US	0.0
268387	3854	BR	0.0
61345	3854	GB	0.01
266425	3854	BR	0.0
264917	3854	BR	0.0
269057	3854	BR	0.0
270607	3854	BR	0.0
266611	3854	BR	0.0
139590	3850	BD	0.02
264088	3848	BR	0.0
138178	3848	BD	0.02
267248	3848	BR	0.0
11827	3847	US	0.0
20633	3847	DE	0.01
22800	3847	US	0.0
56491	3847	MD	0.2
133535	3846	SG	0.08
263119	3845	BR	0.0
8699	3844	LB	0.08
19092	3843	US	0.0
266433	3842	BR	0.0
267419	3842	BR	0.0
9167	3842	DK	0.07
23585	3841	KR	0.01
265537	3841	MX	0.01
28723	3841	IN	0.0
15169	3840	SG	0.08
61723	3839	BR	0.0
263963	3839	BR	0.0
3257	3839	FR	0.01
62684	3839	US	0.0
29035	3837	UA	0.02
267937	3836	BR	0.0
60839	3836	UA	0.02
48725	3835	RU	0.0
270113	3835	MX	0.01
204817	3833	ES	0.01
40641	3832	US	0.0
265796	3832	AR	0.01
33438	3832	GB	0.01
44019	3831	UA	0.02
263345	3830	BR	0.0
270357	3830	BR	0.0
43789	3830	UA	0.02
198158	3830	PL	0.01
265535	3830	MX	0.01
3833	3828	US	0.0
270427	3827	BR	0.0
6629	3824	US	0.0
268648	3824	BR	0.0
18666	3823	FI	0.07
8865	3823	PL	0.01
35591	3823	RU	0.0
201341	3821	JP	0.0
43733	3821	GB	0.01
52574	3821	BR	0.0
269303	3821	BR	0.0
24577	3820	PL	0.01
62880	3820	US	0.0
197392	3819	RU	0.0
45661	3819	IN	0.0
266996	3818	BR	0.0
267316	3818	BR	0.0
47568	3818	IT	0.01
265739	3816	AR	0.01
7472	3815	SG	0.08
134885	3815	IN	0.0
138385	3814	BD	0.02
267813	3813	VE	0.02
7086	3812	US	0.0
30341	3812	US	0.0
266622	3812	BR	0.0
206556	3811	TR	0.01
266854	3811	AR	0.01
8220	3810	AT	0.05
202220	3810	PL	0.01
135464	3810	ID	0.01
52029	3810	CZ	0.04
140093	3810	BD	0.02
57764	3810	RU	0.0
263446	3809	BR	0.0
268732	3809	BR	0.0
53120	3809	BR	0.0
271000	3809	BR	0.0
270303	3809	BR	0.0
36384	3808	US	0.0
201153	3807	ES	0.01
59917	3806	RU	0.0
268288	3806	BR	0.0
56882	3804	ES	0.01
263322	3803	BR	0.0
12941	3803	DE	0.01
60273	3801	ES	0.01
39531	3801	RO	0.03
16524	3800	US	0.0
266617	3800	BR	0.0
210194	3800	IQ	0.07
41564	3799	GB	0.01
328344	3798	CD	0.11
48432	3798	FR	0.01
268847	3797	BR	0.0
207253	3795	DE	0.01
264903	3794	BR	0.0
262547	3794	BR	0.0
61720	3794	BR	0.0
266497	3794	BR	0.0
140612	3793	BD	0.02
395624	3792	US	0.0
27336	3792	US	0.0
264244	3791	BR	0.0
267518	3791	BR	0.0
263440	3791	BR	0.0
263704	3791	AR	0.01
6877	3791	UA	0.02
140040	3791	BD	0.02
16281	3790	NL	0.02
394472	3789	US	0.0
63298	3789	US	0.0
206561	3789	CY	0.44
61208	3788	MD	0.2
43972	3788	UA	0.02
265358	3788	BR	0.0
265140	3788	BR	0.0
25526	3788	UA	0.02
3602	3787	CA	0.01
33438	3787	CA	0.01
47727	3787	CZ	0.04
53280	3785	US	0.0
39121	3785	RU	0.0
11452	3785	US	0.0
202700	3785	RU	0.0
52936	3785	BR	0.0
137139	3785	IN	0.0
135758	3785	IN	0.0
11680	3785	US	0.0
263549	3785	BR	0.0
263140	3785	BR	0.0
3257	3785	NL	0.02
268174	3785	BR	0.0
5479	3785	LT	0.17
266752	3784	AR	0.01
8851	3782	GB	0.01
45722	3781	ID	0.01
132597	3781	HK	0.07
198073	3781	PL	0.01
41922	3781	BG	0.09
6979	3781	US	0.0
33619	3781	US	0.0
11738	3781	US	0.0
29843	3781	US	0.0
21308	3780	UA	0.02
138693	3779	BD	0.02
328450	3779	ZA	0.01
43350	3777	RU	0.0
52498	3776	AR	0.01
263108	3776	BR	0.0
43769	3774	PL	0.01
133297	3774	IN	0.0
264465	3773	BR	0.0
269495	3773	BR	0.0
265412	3773	BR	0.0
264702	3773	AR	0.01
37390	3773	GA	1.74
1378	3773	US	0.0
266198	3773	BR	0.0
268583	3773	BR	0.0
21889	3773	US	0.0
204918	3772	TR	0.01
266683	3771	AR	0.01
56607	3771	UA	0.02
199309	3770	IT	0.01
267319	3770	BR	0.0
269388	3770	BR	0.0
264504	3770	BR	0.0
8569	3769	DE	0.01
60559	3767	IT	0.01
328581	3765	SL	2.0
50299	3764	RU	0.0
268253	3764	BR	0.0
56821	3764	CZ	0.04
22363	3762	CH	0.05
35731	3762	UA	0.02
48424	3761	PL	0.01
20014	3761	US	0.0
270380	3761	BR	0.0
205330	3761	IT	0.01
50418	3760	RU	0.0
7616	3759	TH	0.01
136433	3759	BD	0.02
206391	3759	IQ	0.07
269656	3758	BR	0.0
200407	3758	ES	0.01
268810	3758	BR	0.0
37165	3757	KE	0.02
270347	3755	BR	0.0
268682	3755	BR	0.0
269571	3755	BR	0.0
47096	3753	US	0.0
17378	3753	US	0.0
11353	3753	US	0.0
268778	3752	BR	0.0
266010	3752	BR	0.0
268793	3752	BR	0.0
266315	3749	BR	0.0
29286	3749	NO	0.07
28156	3749	BR	0.0
14762	3749	US	0.0
3512	3749	US	0.0
58664	3748	IN	0.0
205099	3747	IT	0.01
136803	3746	PH	0.01
21256	3746	UA	0.02
268573	3746	BR	0.0
268841	3746	BR	0.0
267376	3746	BR	0.0
265995	3746	BR	0.0
137824	3745	AF	0.15
137985	3745	BD	0.02
203934	3745	ES	0.01
2726	3745	US	0.0
137093	3744	IN	0.0
138269	3744	IN	0.0
197120	3743	RU	0.0
264327	3743	BR	0.0
267380	3743	BR	0.0
206651	3741	PL	0.01
61874	3740	BR	0.0
268006	3740	BR	0.0
139667	3739	BD	0.02
49583	3739	RU	0.0
203217	3739	IQ	0.07
1798	3738	US	0.0
199978	3738	PL	0.01
11188	3738	US	0.0
53256	3738	US	0.0
268385	3737	BR	0.0
131444	3736	MY	0.02
57588	3735	IQ	0.07
205074	3735	PL	0.01
61691	3734	BR	0.0
23497	3734	US	0.0
48480	3732	MD	0.19
269667	3731	BR	0.0
328057	3731	ZA	0.01
55382	3731	JP	0.0
268973	3731	BR	0.0
264790	3730	AR	0.01
41564	3729	IE	0.1
265177	3728	BR	0.0
52909	3728	BR	0.0
9080	3728	CZ	0.04
269327	3728	BR	0.0
196865	3726	IT	0.01
8220	3726	JP	0.0
268892	3725	BR	0.0
262943	3725	BR	0.0
266179	3725	BR	0.0
205636	3723	IT	0.01
397504	3722	US	0.0
33178	3722	US	0.0
268317	3722	BR	0.0
38278	3722	MY	0.02
15191	3722	US	0.0
268273	3722	BR	0.0
39246	3721	BG	0.09
328237	3720	ZA	0.01
40311	3718	US	0.0
266937	3716	BR	0.0
270518	3716	BR	0.0
264002	3716	BR	0.0
29286	3716	DE	0.01
266628	3716	BR	0.0
9432	3715	NZ	0.09
203534	3715	ES	0.01
45475	3715	NZ	0.09
47380	3715	ES	0.01
4770	3715	NZ	0.09
63133	3714	US	0.0
52329	3714	AR	0.01
201495	3714	RU	0.0
263640	3713	BR	0.0
264982	3713	BR	0.0
44444	3713	TR	0.01
203751	3712	ES	0.01
209429	3712	SK	0.08
49544	3711	NL	0.02
52766	3710	BR	0.0
44693	3710	RU	0.0
18495	3710	US	0.0
61718	3710	BR	0.0
266917	3710	BR	0.0
199666	3708	IT	0.01
10049	3707	KR	0.01
44843	3706	RU	0.0
265714	3705	CL	0.03
202237	3705	CZ	0.04
133304	3704	IN	0.0
28327	3704	BR	0.0
268551	3704	BR	0.0
137635	3704	IN	0.0
27822	3704	GB	0.01
62038	3702	FR	0.01
60068	3702	SG	0.08
64267	3702	US	0.0
17216	3702	US	0.0
268647	3701	BR	0.0
52815	3701	BR	0.0
132203	3699	DE	0.01
11589	3698	US	0.0
394161	3698	US	0.0
197221	3697	UA	0.02
133202	3697	AF	0.15
269781	3696	AR	0.01
7558	3696	KR	0.01
266633	3695	BR	0.0
264358	3695	BR	0.0
133388	3694	US	0.0
6561	3694	CA	0.01
135853	3693	IN	0.0
43774	3693	UA	0.02
264067	3692	BR	0.0
41421	3692	PL	0.01
266159	3692	BR	0.0
133073	3690	DE	0.01
43350	3690	EE	0.31
270406	3689	BR	0.0
270619	3689	BR	0.0
53910	3689	CA	0.01
269200	3689	BR	0.0
39449	3686	IE	0.09
61776	3686	BR	0.0
60829	3685	SK	0.08
47349	3685	UA	0.02
328400	3684	ZA	0.01
199984	3683	TR	0.01
31357	3681	RU	0.0
138278	3681	IN	0.0
264787	3680	AR	0.01
264021	3680	BR	0.0
269205	3680	BR	0.0
11872	3679	US	0.0
6200	3679	US	0.0
55044	3679	US	0.0
135809	3678	IN	0.0
134916	3678	IN	0.0
34694	3677	AT	0.05
268151	3677	BR	0.0
264978	3677	BR	0.0
61646	3677	BR	0.0
57404	3676	PL	0.01
51873	3676	CH	0.05
196928	3676	PL	0.01
266990	3674	BR	0.0
268618	3674	BR	0.0
202136	3673	RU	0.0
48995	3673	RU	0.0
268384	3671	BR	0.0
262395	3671	BR	0.0
55039	3667	US	0.0
60501	3667	IT	0.01
46701	3667	US	0.0
393632	3666	CA	0.01
135069	3665	NZ	0.09
262899	3665	BR	0.0
265281	3662	BR	0.0
263995	3662	BR	0.0
203149	3661	UA	0.02
197721	3660	PL	0.01
207416	3660	UA	0.02
267914	3659	PY	0.11
262708	3659	BR	0.0
28618	3659	BR	0.0
3363	3658	HK	0.07
18298	3657	KR	0.01
58327	3656	ES	0.01
52587	3656	BR	0.0
139549	3655	IN	0.0
34354	3654	LV	0.25
6280	3654	CA	0.01
264908	3653	BR	0.0
267143	3653	BR	0.0
38493	3653	BD	0.02
268233	3653	BR	0.0
268320	3650	BR	0.0
49389	3650	UA	0.02
268296	3650	BR	0.0
136454	3649	AF	0.14
53067	3647	BR	0.0
270403	3647	BR	0.0
12329	3646	DE	0.01
206404	3646	ES	0.01
3748	3646	KR	0.01
270452	3644	BR	0.0
270256	3644	BR	0.0
134917	3644	IN	0.0
270428	3644	BR	0.0
203190	3643	RU	0.0
133374	3643	BD	0.02
328256	3643	NG	0.0
13056	3643	RU	0.0
55403	3642	TH	0.01
34083	3641	AM	0.25
134028	3641	IN	0.0
268061	3641	BR	0.0
51636	3640	PL	0.01
199517	3640	PL	0.01
29657	3640	HU	0.05
3452	3639	US	0.0
48854	3639	DK	0.07
266560	3638	BR	0.0
268036	3638	BR	0.0
50886	3638	RO	0.03
203924	3638	DE	0.01
15169	3637	TW	0.02
328112	3636	ZA	0.01
263499	3635	BR	0.0
49924	3634	IT	0.01
43618	3633	ES	0.01
52801	3632	BR	0.0
327783	3632	UG	0.04
28262	3632	BR	0.0
44682	3632	RO	0.03
15997	3630	PL	0.01
43372	3630	PL	0.01
327975	3629	TD	0.86
266110	3629	BR	0.0
12	3629	IN	0.0
136217	3627	BD	0.02
52468	3626	PA	0.19
49000	3626	ES	0.01
17624	3626	IN	0.0
264859	3626	CL	0.03
205674	3624	PL	0.01
32758	3624	US	0.0
40523	3624	US	0.0
46	3624	US	0.0
40837	3624	US	0.0
264430	3623	BR	0.0
262992	3623	BR	0.0
208038	3622	UA	0.02
49039	3622	RU	0.0
52296	3622	AR	0.01
42883	3622	UA	0.02
57270	3622	UA	0.02
23836	3620	JP	0.0
267406	3620	BR	0.0
206761	3620	DE	0.0
26130	3620	DE	0.0
22113	3619	CA	0.01
51511	3619	UA	0.02
56489	3619	UA	0.02
30781	3618	SE	0.04
39582	3617	TR	0.01
53259	3616	US	0.0
61672	3615	BR	0.0
263475	3615	BR	0.0
268271	3615	BR	0.0
197849	3614	PL	0.01
37650	3613	ZA	0.01
270444	3612	BR	0.0
4150	3612	US	0.0
135673	3611	BD	0.02
48641	3611	UA	0.02
265408	3609	BR	0.0
262752	3609	BR	0.0
265482	3609	BR	0.0
327700	3608	MZ	0.18
17402	3608	US	0.0
202384	3607	ES	0.01
139525	3607	IN	0.0
47849	3607	BG	0.09
12484	3606	RU	0.0
265163	3606	BR	0.0
60854	3606	RU	0.0
327828	3605	SO	1.36
42106	3605	NL	0.02
2923	3604	US	0.0
22925	3604	US	0.0
11971	3604	US	0.0
30055	3604	US	0.0
48082	3604	UA	0.02
267089	3603	BR	0.0
263562	3603	BR	0.0
269172	3603	BR	0.0
263351	3603	BR	0.0
204833	3602	RU	0.0
328164	3601	ZA	0.01
207684	3601	PL	0.01
135679	3600	IN	0.0
57093	3600	CZ	0.04
265802	3600	AR	0.01
269826	3599	PE	0.03
49757	3598	UA	0.02
8342	3597	RU	0.0
133809	3597	ID	0.01
24390	3595	FJ	0.84
48119	3594	PL	0.01
265131	3594	BR	0.0
205981	3593	ES	0.01
39701	3593	RU	0.0
52503	3593	AR	0.01
9459	3592	KR	0.01
58199	3592	UA	0.02
52890	3591	BR	0.0
197848	3591	PL	0.01
37055	3589	ZA	0.01
264924	3588	BR	0.0
17887	3588	TH	0.01
264580	3588	BR	0.0
265102	3588	BR	0.0
267044	3588	BR	0.0
15364	3587	ES	0.01
269150	3585	BR	0.0
269320	3585	BR	0.0
138280	3585	IN	0.0
56050	3585	TH	0.01
267264	3585	BR	0.0
267324	3585	BR	0.0
197099	3584	PL	0.01
264319	3582	BR	0.0
206287	3582	CZ	0.04
58610	3580	NZ	0.08
196808	3579	UA	0.02
201396	3577	DE	0.0
2716	3576	BR	0.0
52830	3576	BR	0.0
267077	3576	BR	0.0
262953	3573	BR	0.0
61699	3573	BR	0.0
270583	3573	BR	0.0
264364	3573	BR	0.0
268704	3573	BR	0.0
199346	3572	IE	0.09
8381	3572	RU	0.0
60871	3571	RS	0.08
268631	3570	BR	0.0
265126	3570	BR	0.0
269078	3570	BR	0.0
28525	3569	MX	0.01
26101	3569	US	0.0
62904	3568	CA	0.01
196681	3568	PL	0.01
133421	3568	MY	0.02
10929	3568	CA	0.01
268295	3567	BR	0.0
268042	3567	BR	0.0
42820	3567	ES	0.01
4130	3565	US	0.0
12985	3565	PL	0.01
16468	3565	US	0.0
41111	3564	RU	0.0
268455	3564	BR	0.0
264740	3563	AR	0.01
26621	3561	AR	0.01
54225	3561	US	0.0
267283	3561	BR	0.0
266327	3561	BR	0.0
34211	3560	RU	0.0
203726	3560	IT	0.01
31069	3560	UA	0.02
266128	3558	BR	0.0
53082	3558	BR	0.0
266558	3558	BR	0.0
264541	3555	BR	0.0
202177	3555	PL	0.01
139311	3555	NP	0.07
270793	3555	BR	0.0
3067	3553	ZA	0.01
46147	3553	US	0.0
200755	3552	PL	0.01
267251	3552	BR	0.0
57711	3551	RU	0.0
5400	3550	DE	0.0
36922	3550	NG	0.0
268684	3549	BR	0.0
267170	3549	BR	0.0
23175	3549	US	0.0
140096	3549	US	0.0
138541	3548	BD	0.02
139227	3548	BD	0.02
51382	3547	CZ	0.04
265228	3546	BR	0.0
26088	3545	US	0.0
134270	3544	IN	0.0
208877	3543	IT	0.01
43232	3543	BY	0.06
266379	3543	BR	0.0
208669	3542	LB	0.08
202876	3542	SK	0.08
13335	3541	ZA	0.01
265428	3540	BR	0.0
267545	3540	BR	0.0
267408	3540	BR	0.0
31017	3540	RO	0.03
57768	3539	GE	0.17
6858	3539	RU	0.0
44466	3538	ES	0.01
268211	3537	BR	0.0
10882	3537	US	0.0
46853	3537	US	0.0
269276	3537	BR	0.0
197152	3537	UA	0.02
133285	3537	IN	0.0
397635	3537	US	0.0
36243	3537	US	0.0
268854	3537	BR	0.0
207462	3536	IQ	0.07
264697	3536	AR	0.01
52481	3534	AR	0.01
267005	3534	BR	0.0
265830	3533	CL	0.02
34912	3533	IE	0.09
199842	3532	PL	0.01
31264	3531	NO	0.07
196755	3531	BE	0.03
205512	3531	ES	0.01
61601	3531	BR	0.0
47868	3529	CZ	0.04
38660	3529	KR	0.01
42794	3529	BG	0.09
51079	3529	PL	0.01
265587	3528	MX	0.01
51342	3528	AM	0.24
269618	3528	BR	0.0
201107	3527	LB	0.08
49954	3526	RU	0.0
15121	3526	US	0.0
264802	3526	CL	0.02
269344	3525	BR	0.0
266620	3525	BR	0.0
10991	3525	FR	0.01
269924	3524	AR	0.01
55701	3523	ID	0.01
45753	3523	HK	0.06
263883	3522	BR	0.0
22351	3522	NO	0.07
26305	3522	US	0.0
54458	3522	US	0.0
264242	3522	BR	0.0
19799	3522	US	0.0
266386	3522	BR	0.0
35585	3522	PL	0.01
41564	3522	US	0.0
134855	3522	IN	0.0
140171	3522	IN	0.0
18422	3519	TW	0.02
13768	3518	US	0.0
396356	3517	AU	0.02
19447	3516	NI	0.29
12859	3515	NL	0.02
45896	3515	VN	0.01
45276	3514	BD	0.02
4723	3514	JP	0.0
269378	3513	BR	0.0
267625	3513	BR	0.0
263194	3513	AR	0.01
269366	3513	BR	0.0
136248	3512	BD	0.02
197480	3512	PL	0.01
196978	3512	CZ	0.04
8751	3511	RO	0.03
202058	3510	RU	0.0
269551	3510	BR	0.0
199738	3508	ES	0.01
56242	3508	ID	0.01
202005	3508	ES	0.01
266372	3507	BR	0.0
135183	3507	IN	0.0
23908	3507	KR	0.01
135356	3506	US	0.0
56926	3506	SK	0.08
35332	3504	NL	0.02
270635	3504	BR	0.0
268312	3504	BR	0.0
267759	3504	AR	0.01
137620	3503	IN	0.0
197335	3503	UA	0.02
1449	3502	US	0.0
103	3502	US	0.0
32726	3502	US	0.0
139881	3501	BD	0.02
139504	3500	IN	0.0
202433	3499	AL	0.19
205753	3497	UA	0.02
263494	3495	BR	0.0
267185	3495	BR	0.0
29584	3495	AZ	0.06
21730	3494	US	0.0
53536	3494	US	0.0
47942	3493	IE	0.09
49377	3493	RU	0.0
265493	3492	BR	0.0
32860	3491	TZ	0.11
266790	3490	EC	0.05
20300	3490	US	0.0
270669	3489	BR	0.0
269016	3489	BR	0.0
265727	3486	BZ	1.99
202422	3486	TR	0.01
263341	3486	BR	0.0
269019	3486	BR	0.0
131717	3486	ID	0.01
135726	3485	IN	0.0
34573	3485	RU	0.0
270575	3483	BR	0.0
266146	3483	BR	0.0
268181	3483	BR	0.0
16437	3481	KY	7.46
39959	3481	CA	0.01
262758	3480	BR	0.0
60411	3480	KZ	0.03
138109	3479	ID	0.01
139382	3479	ID	0.01
46392	3479	US	0.0
137189	3479	BD	0.02
136210	3478	MM	0.26
52606	3477	BR	0.0
33941	3477	GB	0.01
268470	3477	BR	0.0
50176	3476	BY	0.06
43068	3474	BG	0.08
41953	3474	RO	0.03
265021	3474	BR	0.0
265707	3473	AR	0.01
197335	3471	CZ	0.04
61581	3471	BR	0.0
395927	3471	US	0.0
37480	3471	NG	0.0
7233	3471	US	0.0
262628	3471	BR	0.0
265028	3471	BR	0.0
40440	3470	CA	0.01
59179	3470	IN	0.0
269285	3468	BR	0.0
8192	3468	UA	0.02
57575	3468	RU	0.0
268114	3465	BR	0.0
270265	3465	BR	0.0
60068	3465	SE	0.04
269577	3465	BR	0.0
266252	3465	BR	0.0
268494	3465	BR	0.0
203261	3463	PL	0.01
140585	3463	BD	0.02
209275	3462	TR	0.01
26617	3462	GT	0.07
263633	3462	BR	0.0
49291	3460	RU	0.0
198715	3460	RU	0.0
10689	3459	US	0.0
135261	3459	IN	0.0
268935	3459	BR	0.0
52581	3459	BR	0.0
139087	3456	PK	0.01
264308	3456	BR	0.0
28254	3456	BR	0.0
269088	3456	BR	0.0
61071	3454	DE	0.0
50061	3454	DE	0.0
197554	3454	UA	0.02
264950	3453	BR	0.0
60563	3453	PL	0.01
269090	3453	BR	0.0
264521	3453	BR	0.0
61947	3453	BR	0.0
396521	3452	CA	0.01
208596	3452	ES	0.01
40898	3451	US	0.0
56949	3450	PL	0.01
16302	3450	FI	0.07
267549	3450	BR	0.0
25099	3450	UA	0.02
49826	3450	FI	0.07
56600	3447	UA	0.02
14373	3447	US	0.0
134780	3447	BD	0.02
17940	3446	JP	0.0
44452	3444	SK	0.08
24961	3444	GB	0.01
270823	3444	BR	0.0
268033	3444	BR	0.0
267088	3444	BR	0.0
269708	3444	BR	0.0
206717	3444	CY	0.4
201328	3444	PL	0.01
14977	3443	US	0.0
206760	3443	RU	0.0
39294	3443	RU	0.0
48796	3443	RU	0.0
38778	3441	ID	0.01
264680	3441	AR	0.01
263895	3441	BR	0.0
268111	3441	BR	0.0
57536	3440	PL	0.01
41119	3440	UA	0.02
54483	3439	US	0.0
30090	3439	US	0.0
266684	3438	AR	0.01
267093	3438	BR	0.0
268955	3438	BR	0.0
267177	3438	BR	0.0
139680	3437	BD	0.02
47116	3437	HU	0.04
27928	3437	PA	0.18
13043	3437	DE	0.0
204809	3436	IT	0.01
266713	3436	CL	0.02
263942	3435	BR	0.0
54816	3435	US	0.0
14589	3435	US	0.0
8256	3434	PL	0.01
397361	3432	US	0.0
161	3432	US	0.0
28227	3432	BR	0.0
26923	3432	US	0.0
56326	3430	RU	0.0
199234	3430	PL	0.01
262657	3429	BR	0.0
52698	3429	BR	0.0
203991	3429	ES	0.01
52634	3429	BR	0.0
2914	3427	GB	0.01
2529	3427	GB	0.01
197255	3426	UA	0.02
269374	3426	BR	0.0
263937	3426	BR	0.0
208131	3425	IQ	0.07
12145	3424	US	0.0
13994	3424	US	0.0
266679	3424	EC	0.05
204288	3423	UA	0.02
265893	3423	BR	0.0
31595	3421	GB	0.01
30444	3420	US	0.0
20141	3420	US	0.0
264412	3420	BR	0.0
201343	3419	ES	0.01
138227	3418	IN	0.0
265787	3418	EC	0.05
137151	3418	IN	0.0
51070	3418	RU	0.0
31484	3418	RU	0.0
267101	3417	BR	0.0
269874	3417	AR	0.01
206804	3416	IS	1.0
265780	3415	GT	0.07
63961	3414	BD	0.02
269228	3414	BR	0.0
29286	3414	PL	0.01
269044	3414	BR	0.0
10439	3412	US	0.0
394423	3412	US	0.0
396107	3412	US	0.0
202085	3412	LT	0.15
2055	3412	US	0.0
265758	3412	AR	0.01
197442	3412	CZ	0.04
42845	3411	FR	0.01
61667	3411	BR	0.0
198418	3411	PL	0.01
60453	3411	RO	0.03
135686	3410	IN	0.0
52003	3409	UA	0.02
39938	3408	US	0.0
264031	3408	BR	0.0
268572	3408	BR	0.0
39027	3407	UA	0.02
