ASN	NumberofUsers	Country	%ofCountry
52850	25990	BR	0.02
28761	25982	RU	0.03
267798	25978	AR	0.08
265398	25975	BR	0.02
28305	25972	BR	0.02
263668	25936	BR	0.02
43936	25926	UA	0.13
39354	25921	LT	1.17
61512	25898	PY	0.79
266500	25894	BR	0.02
2588	25893	LV	1.77
44206	25886	RU	0.03
262617	25885	BR	0.02
61871	25849	BR	0.02
28342	25837	BR	0.02
137872	25834	HK	0.47
31287	25825	BG	0.63
262979	25825	BR	0.02
263801	25820	AR	0.08
327984	25814	ZA	0.09
29070	25810	LB	0.56
62044	25809	IT	0.07
30165	25789	US	0.01
53052	25789	BR	0.02
60095	25786	RU	0.03
51495	25775	TM	3.0
266050	25768	BR	0.02
52545	25768	BR	0.02
47313	25756	RU	0.03
131215	25747	IN	0.01
10297	25742	US	0.01
23808	25732	JP	0.02
55734	25732	IN	0.01
26253	25707	US	0.01
262146	25694	HN	1.25
262333	25679	BR	0.02
12418	25673	RU	0.03
264344	25670	BR	0.02
57888	25670	BA	1.19
37425	25656	SO	9.71
266121	25634	BR	0.02
138343	25626	BD	0.12
269558	25625	BR	0.02
263717	25624	PY	0.79
37475	25608	CM	0.56
60032	25592	FR	0.05
203724	25589	US	0.01
266152	25589	BR	0.02
36884	25586	MA	0.12
266054	25583	BR	0.02
53158	25556	BR	0.02
200845	25545	ES	0.07
45355	25536	TO	49.91
208339	25533	AM	1.74
263537	25514	BR	0.02
262867	25499	BR	0.02
263565	25490	BR	0.02
269595	25472	BR	0.02
4802	25449	AU	0.12
203972	25443	RU	0.02
12722	25439	RU	0.02
29007	25424	PL	0.09
262952	25415	BR	0.02
10164	25413	KR	0.06
48573	25402	RU	0.02
14115	25398	ZA	0.08
50316	25377	IT	0.07
263735	25373	US	0.01
61704	25364	BR	0.02
52559	25358	BR	0.02
262385	25355	BR	0.02
43936	25339	RU	0.02
205473	25330	IQ	0.48
29933	25326	US	0.01
31028	25322	RU	0.02
17310	25307	US	0.01
16285	25297	RU	0.02
28334	25296	BR	0.02
263652	25296	BR	0.02
135269	25294	IN	0.01
265147	25263	BR	0.02
10971	25260	US	0.01
53199	25260	BR	0.02
268432	25248	BR	0.02
135373	25230	CN	0.0
1836	25204	CH	0.34
56515	25202	PL	0.09
61820	25194	BR	0.02
396982	25179	IN	0.01
50500	25165	LB	0.54
1640	25146	US	0.01
15305	25146	US	0.01
17253	25142	US	0.01
52539	25140	BR	0.02
268737	25140	BR	0.02
263558	25128	BR	0.02
27997	25108	AR	0.08
53001	25092	BR	0.02
61570	25080	BR	0.02
204873	25067	PL	0.09
52465	25054	AR	0.08
23778	25049	JP	0.02
52425	25047	AR	0.08
263373	25047	BR	0.02
137059	25046	BD	0.11
134335	25023	IN	0.01
52860	25002	BR	0.02
56361	25001	RU	0.02
42189	24978	CZ	0.27
265591	24955	MX	0.04
3549	24951	EC	0.34
56981	24943	RU	0.02
42739	24936	PL	0.09
35091	24922	GH	0.29
262490	24919	BR	0.02
23673	24914	KH	1.37
1103	24914	NL	0.16
40065	24910	US	0.01
263684	24910	AR	0.08
53449	24907	US	0.01
262681	24904	BR	0.02
266438	24904	BR	0.02
34038	24888	RU	0.02
2108	24883	HR	0.81
268268	24874	BR	0.02
14232	24868	AR	0.08
21232	24859	CH	0.33
264605	24859	DO	0.44
49902	24845	FR	0.04
24271	24842	JP	0.02
46293	24836	US	0.01
12810	24815	MK	1.72
139490	24811	IN	0.01
201952	24792	RU	0.02
49588	24777	UA	0.13
49112	24777	FR	0.04
4809	24763	KE	0.11
52861	24757	BR	0.02
263920	24751	BR	0.02
53048	24745	BR	0.02
200814	24741	UA	0.13
22750	24721	ZA	0.08
263294	24721	BR	0.02
262359	24706	BR	0.02
58768	24678	BD	0.11
28358	24673	BR	0.02
264836	24669	EC	0.34
42742	24667	RU	0.02
1764	24664	AT	0.35
269264	24661	BR	0.02
395075	24659	CA	0.07
52824	24646	BR	0.02
48330	24631	UA	0.13
47377	24630	LU	4.34
27717	24627	VE	0.13
50821	24625	SE	0.26
61901	24589	BR	0.02
44416	24578	UA	0.13
44027	24575	RU	0.02
35179	24566	PL	0.09
263626	24565	BR	0.02
50577	24554	RU	0.02
19037	24547	AR	0.08
34953	24542	DE	0.03
24259	24541	JP	0.02
61360	24513	RU	0.02
62044	24513	ES	0.06
134884	24511	IN	0.01
61490	24510	AR	0.08
62347	24492	RU	0.02
266473	24488	BR	0.02
47526	24488	UA	0.13
36958	24476	SC	44.21
63620	24474	CN	0.0
6619	24473	KR	0.06
25163	24460	NG	0.03
135692	24448	IN	0.01
17573	24448	KR	0.06
39578	24425	RU	0.02
265241	24401	BR	0.02
265207	24392	BR	0.02
48544	24381	IT	0.06
55745	24370	AF	0.97
47684	24367	RU	0.02
267994	24365	BR	0.02
45267	24360	NZ	0.57
139294	24355	BD	0.11
202004	24354	PL	0.09
6735	24341	DE	0.03
262765	24275	BR	0.02
263433	24269	BR	0.02
21040	24266	CH	0.32
50549	24250	RU	0.02
197275	24250	RU	0.02
328535	24241	SS	1.07
10011	24228	JP	0.02
263631	24215	BR	0.02
63945	24206	PG	2.42
262818	24203	BR	0.02
264998	24200	BR	0.02
138600	24185	BD	0.11
24358	24183	CN	0.0
266755	24168	GT	0.52
22379	24153	US	0.01
262391	24149	BR	0.02
134004	24140	IN	0.01
206866	24135	ES	0.06
36916	24126	ZA	0.08
135743	24125	IN	0.01
52772	24111	BR	0.02
8200	24105	KZ	0.23
60098	24099	RU	0.02
203424	24091	NO	0.46
51813	24091	RU	0.02
198605	24063	US	0.01
197637	24053	DE	0.03
49044	24035	SK	0.53
39699	23998	FI	0.47
45429	23981	KH	1.31
198967	23975	DE	0.03
262374	23973	BR	0.02
263564	23970	BR	0.02
131207	23969	KH	1.31
198966	23968	EE	2.01
134226	23968	BD	0.11
37308	23958	NG	0.03
224	23946	NO	0.45
13213	23937	RU	0.02
21263	23905	DE	0.03
28134	23898	BR	0.02
133248	23895	IN	0.01
264217	23895	BR	0.02
263369	23889	BR	0.02
267186	23883	BR	0.02
262675	23880	BR	0.02
263009	23868	BR	0.02
13614	23867	US	0.01
50181	23862	HU	0.31
267378	23859	BR	0.02
13649	23851	US	0.01
28577	23850	BR	0.02
135310	23847	BD	0.11
6886	23840	UA	0.12
210315	23840	AM	1.63
11062	23832	US	0.01
25764	23820	US	0.01
13638	23804	US	0.01
262901	23784	BR	0.02
135212	23780	IN	0.01
63646	23777	CN	0.0
29582	23777	BG	0.58
26223	23777	US	0.01
208909	23773	ES	0.06
22647	23773	US	0.01
263793	23765	AR	0.08
137432	23764	BD	0.11
135420	23747	BD	0.11
263943	23719	BR	0.02
9811	23718	CN	0.0
137579	23717	BD	0.11
262903	23716	BR	0.02
263589	23713	BR	0.02
28252	23692	BR	0.02
16532	23690	CA	0.07
23772	23679	IN	0.0
262851	23677	BR	0.02
7311	23656	CA	0.07
133713	23646	IN	0.0
47193	23632	RU	0.02
59050	23631	CN	0.0
135130	23624	BD	0.11
52405	23606	AR	0.08
29039	23602	UG	0.27
134264	23598	IN	0.0
48317	23586	RU	0.02
58328	23585	SK	0.52
1916	23566	BR	0.02
53090	23566	BR	0.02
4826	23566	AU	0.11
22191	23553	US	0.01
134326	23538	IN	0.0
7506	23529	JP	0.02
11961	23526	US	0.01
31370	23519	RU	0.02
265279	23494	BR	0.02
8972	23451	FR	0.04
29413	23442	DE	0.03
63949	23437	CA	0.07
37276	23425	ZA	0.08
268283	23425	BR	0.02
40021	23404	US	0.01
62206	23388	UA	0.12
48953	23366	TR	0.05
53233	23362	BR	0.02
28073	23349	AR	0.07
136188	23341	CN	0.0
52495	23337	BO	0.5
19527	23331	NL	0.15
766	23309	ES	0.06
264460	23306	BR	0.02
266304	23303	BR	0.02
43314	23298	RU	0.02
268056	23291	BR	0.02
28032	23284	PE	0.17
42526	23277	RU	0.02
133270	23267	IN	0.0
16006	23266	SK	0.52
49821	23256	RU	0.02
263809	23255	AR	0.07
262434	23255	BR	0.02
262539	23252	BR	0.02
37521	23245	NG	0.03
13692	23236	US	0.01
44894	23236	UA	0.12
31404	23234	PL	0.08
263245	23227	EC	0.32
49332	23226	UA	0.12
263737	23214	AR	0.07
22313	23205	VE	0.12
131769	23190	ID	0.04
61862	23186	BR	0.02
51399	23182	PL	0.08
16717	23169	US	0.01
210135	23169	RU	0.02
53172	23168	BR	0.02
49732	23156	RU	0.02
264780	23150	CL	0.16
18094	23148	JP	0.02
264195	23141	BR	0.02
52690	23129	BR	0.02
327892	23116	ZA	0.08
9484	23103	MN	2.05
52547	23099	BR	0.02
61890	23084	BR	0.02
56377	23081	RU	0.02
37512	23075	GQ	8.17
262543	23066	BR	0.02
198551	23046	FR	0.04
262322	23045	BR	0.02
47118	23043	RU	0.02
31203	23037	UZ	0.14
37123	23025	ZW	0.64
13030	23016	CH	0.31
55879	23011	IN	0.0
264778	23006	VE	0.12
263648	22997	BR	0.02
14259	22989	CL	0.16
201123	22985	RU	0.02
41302	22981	RU	0.02
52991	22967	BR	0.02
45433	22967	IN	0.0
263959	22961	BR	0.02
263332	22946	BR	0.02
136759	22945	BD	0.1
12066	22931	DO	0.4
265570	22931	MX	0.04
17598	22928	KR	0.05
263236	22916	AR	0.07
266471	22908	BR	0.02
61873	22905	BR	0.02
265038	22902	BR	0.02
203695	22897	RU	0.02
37100	22897	KE	0.1
13333	22894	US	0.01
38901	22893	KH	1.25
59043	22875	CN	0.0
38341	22875	CN	0.0
328250	22872	SO	8.66
34857	22872	LT	1.03
206920	22867	DK	0.41
262594	22866	BR	0.02
262460	22857	BR	0.02
269528	22848	BR	0.02
23391	22847	US	0.01
328278	22843	ZA	0.08
33132	22839	US	0.01
23158	22828	US	0.01
135719	22815	IN	0.0
138974	22801	BD	0.1
139600	22795	BD	0.1
266961	22791	BR	0.02
200865	22769	IQ	0.44
266044	22767	BR	0.02
136014	22764	BD	0.1
18129	22757	JP	0.02
17385	22753	US	0.01
7040	22751	CA	0.07
56487	22747	RU	0.02
34781	22735	CH	0.3
24348	22730	CN	0.0
64050	22730	CN	0.0
56354	22726	UA	0.12
263022	22725	BR	0.02
16030	22724	ES	0.06
267575	22722	BR	0.02
36924	22714	RW	1.44
45025	22708	EE	1.9
197522	22696	UA	0.12
43714	22689	RU	0.02
18618	22686	US	0.01
58098	22682	HU	0.29
43598	22680	RU	0.02
263517	22671	BR	0.02
262463	22662	BR	0.02
39264	22639	RU	0.02
263527	22635	BR	0.02
264202	22632	BR	0.02
267828	22630	GT	0.49
28125	22626	BR	0.02
267619	22620	BR	0.02
11084	22618	CA	0.07
49478	22601	RU	0.02
7690	22592	JP	0.02
197311	22588	RU	0.02
136993	22585	CN	0.0
138014	22580	BD	0.1
55387	22571	JP	0.02
9142	22567	GB	0.04
12261	22565	US	0.01
135628	22562	BD	0.1
328351	22557	ZA	0.07
43633	22548	UA	0.12
37150	22546	ZA	0.07
263442	22536	BR	0.02
50928	22534	RU	0.02
17625	22533	IN	0.0
264293	22533	BR	0.02
265462	22530	BR	0.02
263135	22522	BR	0.02
263394	22519	BR	0.02
50479	22508	UA	0.12
262427	22498	BR	0.02
38851	22493	TW	0.12
268943	22492	BR	0.02
200924	22483	DE	0.03
28100	22475	AR	0.07
262730	22471	BR	0.02
265330	22465	BR	0.02
56347	22456	UA	0.12
45345	22453	NC	11.35
262731	22450	BR	0.02
18233	22448	PH	0.05
268858	22441	BR	0.02
31404	22423	CH	0.3
263948	22423	BR	0.02
47206	22422	FR	0.04
30993	22420	EG	0.07
393442	22420	US	0.01
51655	22417	RU	0.02
328610	22398	SS	0.99
52268	22393	AR	0.07
49325	22392	RU	0.02
34156	22387	DE	0.03
62211	22378	TR	0.05
139759	22364	FM	67.14
263328	22351	BR	0.02
13357	22342	BR	0.02
29396	22336	NL	0.14
45557	22327	VN	0.04
262304	22324	BR	0.02
42666	22313	ES	0.06
53813	22309	SG	0.46
136276	22308	BD	0.1
16347	22299	FR	0.04
7676	22296	JP	0.02
266268	22288	BR	0.02
51582	22283	BG	0.54
134990	22282	BD	0.1
17469	22282	BD	0.1
264255	22282	BR	0.02
15153	22271	US	0.01
203101	22251	NL	0.14
199524	22250	LU	3.92
264765	22244	AR	0.07
136450	22242	BD	0.1
15169	22234	BE	0.22
17929	22232	IN	0.0
17356	22231	US	0.01
197697	22219	PL	0.08
136156	22209	BD	0.1
37323	22204	GM	5.93
263230	22204	AR	0.07
52381	22201	AR	0.07
56460	22190	GB	0.04
48470	22171	RU	0.02
263269	22147	BR	0.02
18978	22141	US	0.01
40933	22137	US	0.01
263616	22124	BR	0.02
265605	22123	MX	0.04
264681	22119	CL	0.16
13319	22111	CA	0.07
9821	22110	PH	0.05
37266	22106	ZA	0.07
134032	22102	IN	0.0
18671	22102	US	0.01
50685	22092	BY	0.38
29866	22082	US	0.01
38096	22070	KR	0.05
41931	22059	PL	0.08
264275	22049	BR	0.02
137553	22033	BD	0.1
133716	22031	IN	0.0
266624	22031	BR	0.02
265804	22026	AR	0.07
28225	22025	BR	0.02
264949	22019	BR	0.02
8308	22013	PL	0.08
396982	22012	DE	0.03
263086	21995	BR	0.02
266103	21989	BR	0.02
52609	21983	BR	0.02
16509	21980	BR	0.02
206092	21963	JP	0.02
267456	21956	BR	0.02
267090	21953	BR	0.02
30886	21931	UA	0.11
264120	21920	BR	0.02
262491	21920	BR	0.02
397068	21882	US	0.01
36728	21878	US	0.01
264316	21872	BR	0.02
38680	21870	KR	0.05
53149	21845	BR	0.02
38201	21840	TO	42.69
264162	21839	BR	0.02
11240	21839	US	0.01
7474	21836	AU	0.1
12282	21835	US	0.01
31430	21825	RU	0.02
136406	21822	BD	0.1
264821	21807	DO	0.38
61942	21806	BR	0.02
52878	21800	BR	0.02
32444	21792	US	0.01
30998	21780	NG	0.02
266468	21779	BR	0.02
28198	21779	BR	0.02
48957	21770	UA	0.11
34754	21770	BG	0.53
262428	21758	BR	0.02
7203	21753	US	0.01
264948	21749	BR	0.02
61317	21749	ZA	0.07
59625	21732	IQ	0.42
266344	21731	BR	0.02
395846	21722	US	0.01
264872	21696	BR	0.02
267059	21681	BR	0.02
263110	21678	BR	0.02
28458	21674	MX	0.04
58895	21672	IT	0.06
262282	21672	BR	0.02
265429	21666	BR	0.02
49101	21665	CZ	0.23
42518	21662	RU	0.02
24362	21655	CN	0.0
50837	21647	CH	0.29
44267	21645	RU	0.02
263057	21642	BR	0.02
17958	21640	JP	0.02
58600	21638	NZ	0.51
267611	21627	BR	0.02
59253	21616	SG	0.45
23629	21613	JP	0.02
28657	21609	BR	0.02
327924	21608	NG	0.02
3663	21600	US	0.01
135339	21599	BD	0.1
133469	21586	IN	0.0
262485	21582	BR	0.02
394330	21580	US	0.01
27589	21569	US	0.01
52682	21567	BR	0.02
137868	21563	BD	0.1
262505	21558	BR	0.02
265905	21558	BR	0.02
52650	21552	BR	0.02
41743	21524	RU	0.02
132778	21516	IN	0.0
9698	21515	KR	0.05
265530	21511	MX	0.04
39375	21482	PL	0.08
267199	21474	BR	0.02
52807	21468	BR	0.02
5602	21459	IT	0.06
328073	21436	LY	1.55
137	21435	IT	0.06
206774	21434	SE	0.23
262812	21429	BR	0.02
64037	21425	BD	0.1
266440	21420	BR	0.02
8752	21403	RU	0.02
136482	21401	BD	0.1
6639	21395	KY	45.85
13591	21378	MX	0.04
201701	21375	DE	0.03
268480	21375	BR	0.02
196705	21372	UA	0.11
52468	21364	EC	0.29
134153	21364	BD	0.1
1273	21336	GB	0.03
52601	21333	BR	0.02
268617	21330	BR	0.02
263982	21322	BR	0.02
266436	21307	BR	0.02
17293	21306	US	0.01
266555	21283	BR	0.02
22302	21274	US	0.01
268429	21274	BR	0.02
266465	21256	BR	0.02
138692	21249	BD	0.1
206385	21249	RU	0.02
263476	21247	BR	0.02
268581	21244	BR	0.02
12112	21243	US	0.01
9316	21239	KR	0.05
138031	21234	BD	0.1
262687	21232	BR	0.02
48659	21227	PL	0.08
268324	21220	BR	0.02
265973	21205	BR	0.02
17995	21197	ID	0.04
45355	21190	VU	24.14
265631	21183	HN	1.03
27787	21176	AR	0.07
59533	21169	RU	0.02
50115	21163	UA	0.11
134655	21157	ID	0.04
25596	21150	NL	0.13
18624	21149	US	0.01
38095	21148	KR	0.05
53088	21133	BR	0.02
37236	21131	ZA	0.07
36902	21129	SC	38.16
135881	21125	BD	0.1
61792	21121	BR	0.01
9070	21117	BG	0.52
262519	21115	BR	0.01
210070	21113	DE	0.03
133954	21101	BD	0.1
12556	21091	KE	0.09
21056	21086	IT	0.05
52611	21082	BR	0.01
50060	21082	RU	0.02
265086	21082	BR	0.01
58073	21081	NL	0.13
11067	21078	US	0.01
133957	21076	BD	0.1
28851	21062	CZ	0.22
60840	21061	RU	0.02
16178	21048	BA	0.98
200738	21047	ES	0.06
18101	21026	IN	0.0
264584	21025	BR	0.01
53132	21022	BR	0.01
133674	21011	IN	0.0
134812	20993	BD	0.09
44444	20981	GB	0.03
265015	20965	BR	0.01
17411	20962	AF	0.83
109	20961	US	0.01
268099	20944	BR	0.01
262557	20941	BR	0.01
33763	20940	NA	5.1
10037	20935	KR	0.05
263940	20935	BR	0.01
42975	20934	UA	0.11
270533	20918	BR	0.01
268311	20918	BR	0.01
26793	20910	US	0.01
57121	20910	PL	0.08
263311	20900	BR	0.01
58002	20898	RU	0.02
262946	20894	BR	0.01
264114	20891	BR	0.01
51341	20886	RU	0.02
328035	20882	NG	0.02
28229	20882	BR	0.01
11525	20878	US	0.01
53086	20876	BR	0.01
28303	20876	BR	0.01
327941	20873	MW	1.64
268659	20867	BR	0.01
265256	20867	BR	0.01
51792	20864	PL	0.08
19605	20843	US	0.01
7131	20836	GU	17.22
48124	20835	RU	0.02
42922	20831	RU	0.02
29027	20812	LB	0.45
137531	20811	BD	0.09
268444	20810	BR	0.01
52544	20792	BR	0.01
51477	20790	RU	0.02
34606	20785	IT	0.05
266015	20777	BR	0.01
263342	20771	BR	0.01
52951	20762	BR	0.01
61826	20732	BR	0.01
268069	20729	BR	0.01
138730	20729	IN	0.0
44539	20727	UA	0.11
266196	20723	BR	0.01
265434	20717	BR	0.01
41737	20711	UA	0.11
17936	20708	JP	0.02
210095	20698	IQ	0.4
27987	20697	AR	0.07
27988	20692	AR	0.07
6412	20690	KW	0.61
17049	20686	US	0.01
57760	20685	SK	0.46
137101	20684	IN	0.0
135438	20675	BD	0.09
262352	20669	BR	0.01
264544	20651	BR	0.01
43764	20649	UA	0.11
47887	20647	JO	0.45
262591	20642	BR	0.01
29854	20639	US	0.01
8008	20631	US	0.01
137542	20628	BD	0.09
267336	20627	BR	0.01
263566	20618	BR	0.01
262327	20615	BR	0.01
137110	20614	IN	0.0
35613	20599	CZ	0.22
15428	20593	RU	0.02
35645	20589	RU	0.02
327752	20583	LY	1.49
137568	20574	BD	0.09
30801	20545	FR	0.04
57333	20543	RU	0.02
266166	20537	BR	0.01
267276	20537	BR	0.01
17911	20536	PK	0.06
13415	20521	US	0.01
263339	20519	BR	0.01
263950	20517	BR	0.01
268424	20517	BR	0.01
48474	20494	CZ	0.22
16117	20489	SE	0.22
61003	20484	SA	0.09
264069	20472	BR	0.01
33548	20459	US	0.01
57910	20452	ES	0.05
30110	20431	US	0.01
266644	20430	BR	0.01
29107	20428	UA	0.11
55666	20423	ID	0.04
34896	20414	RU	0.02
135517	20405	BD	0.09
8774	20385	RU	0.02
138623	20385	BD	0.09
34040	20383	CZ	0.22
265258	20379	BR	0.01
3491	20372	US	0.01
49056	20362	MK	1.41
42126	20357	UA	0.11
138622	20353	BD	0.09
24758	20347	RU	0.02
8870	20347	UA	0.11
31349	20342	CZ	0.22
140616	20331	BD	0.09
43513	20322	LV	1.39
267318	20319	BR	0.01
262877	20319	BR	0.01
16495	20317	US	0.01
55799	20313	US	0.01
267638	20313	BR	0.01
28378	20311	MX	0.03
35370	20311	AT	0.29
52859	20307	BR	0.01
12175	20302	US	0.01
18450	20294	US	0.01
8771	20281	RS	0.43
52963	20280	BR	0.01
262750	20265	BR	0.01
265348	20265	BR	0.01
3257	20259	US	0.01
269729	20257	HN	0.99
52751	20256	BR	0.01
328399	20252	ZA	0.07
12436	20252	BG	0.49
33796	20246	DK	0.36
196821	20243	AZ	0.33
135139	20239	IN	0.0
44027	20223	TJ	1.17
50411	20215	PL	0.07
266608	20187	BR	0.01
41871	20184	UA	0.1
263702	20181	CL	0.14
41124	20176	KZ	0.19
3549	20174	CL	0.14
328038	20169	ZA	0.07
134090	20166	AU	0.09
60068	20159	CH	0.27
39130	20156	UA	0.1
47531	20155	RU	0.02
36351	20155	SG	0.42
394972	20153	US	0.01
21479	20151	RU	0.02
135739	20146	IN	0.0
266350	20139	BR	0.01
17993	20135	WS	34.95
62651	20133	US	0.01
196777	20121	UA	0.1
263262	20121	BR	0.01
268544	20107	BR	0.01
27851	20105	AR	0.06
264547	20104	BR	0.01
264838	20104	CL	0.14
266130	20104	BR	0.01
137409	20100	AU	0.09
21713	20098	US	0.01
42498	20097	RU	0.02
262887	20095	BR	0.01
266441	20092	BR	0.01
57033	20091	UA	0.1
208890	20084	RU	0.02
49808	20083	AT	0.28
8075	20081	FR	0.04
19751	20070	US	0.01
28328	20068	BR	0.01
134201	20065	BD	0.09
16509	20063	HK	0.36
263049	20062	BR	0.01
53125	20059	BR	0.01
50204	20055	UA	0.1
40156	20055	US	0.01
48730	20041	UA	0.1
18318	20039	KR	0.05
36969	20036	MW	1.57
264204	20035	BR	0.01
137964	20027	BD	0.09
262466	20023	BR	0.01
53153	20020	BR	0.01
35199	20016	PL	0.07
20807	20013	RU	0.02
266194	20002	BR	0.01
267051	20002	BR	0.01
264932	20002	BR	0.01
55847	19994	IN	0.0
135405	19979	MM	1.47
53237	19972	BR	0.01
263586	19966	BR	0.01
262743	19960	BR	0.01
139192	19952	BD	0.09
262605	19951	BR	0.01
20634	19949	LI	54.32
266236	19948	BR	0.01
30844	19944	TZ	0.62
34351	19942	RU	0.02
36974	19932	NG	0.02
328494	19925	GH	0.23
19009	19925	US	0.01
7250	19925	US	0.01
134312	19920	IN	0.0
41771	19913	RU	0.02
52588	19909	BR	0.01
28009	19906	AR	0.06
35325	19896	UA	0.1
37200	19892	NG	0.02
37515	19883	ZA	0.07
39728	19880	RU	0.02
265242	19879	BR	0.01
44943	19871	RU	0.02
267442	19864	BR	0.01
138225	19864	IN	0.0
49461	19848	UA	0.1
197248	19848	HU	0.26
27650	19846	CO	0.07
23584	19844	KR	0.05
266345	19840	BR	0.01
49242	19819	PL	0.07
53196	19813	BR	0.01
41965	19806	AM	1.35
52688	19786	BR	0.01
265141	19780	BR	0.01
50427	19775	RU	0.02
262299	19774	BR	0.01
31388	19773	UA	0.1
37721	19764	BF	0.96
262239	19761	BZ	11.3
33339	19760	US	0.01
52564	19759	BR	0.01
202498	19754	RU	0.02
61668	19753	BR	0.01
28111	19749	AR	0.06
48422	19734	UA	0.1
328469	19729	SO	7.47
135882	19727	BD	0.09
264508	19714	BR	0.01
62040	19713	RU	0.02
265184	19709	BR	0.01
15461	19709	UA	0.1
52956	19706	BR	0.01
60119	19700	RU	0.02
37336	19689	BI	11.41
264301	19685	BR	0.01
204957	19684	CH	0.26
28154	19679	BR	0.01
58495	19676	ID	0.04
267211	19661	BR	0.01
136902	19660	IN	0.0
60757	19658	KZ	0.19
63394	19651	US	0.01
42000	19651	CZ	0.21
38673	19631	KR	0.04
264538	19625	BR	0.01
139201	19620	CN	0.0
267657	19616	BR	0.01
45694	19612	IN	0.0
37012	19611	GH	0.23
267224	19610	BR	0.01
28226	19607	BR	0.01
59861	19604	BY	0.34
31543	19603	AT	0.28
262644	19589	BR	0.01
263443	19589	BR	0.01
35415	19572	NL	0.12
58593	19562	CN	0.0
2152	19560	US	0.01
23188	19541	US	0.01
50825	19534	CZ	0.21
267809	19530	VE	0.1
264514	19526	BR	0.01
263754	19524	AR	0.06
33871	19521	RU	0.02
48964	19509	UA	0.1
32329	19501	US	0.01
14457	19496	BR	0.01
266783	19493	EC	0.27
268509	19487	BR	0.01
196638	19485	UA	0.1
268054	19478	BR	0.01
262683	19472	BR	0.01
264960	19469	BR	0.01
267513	19463	BR	0.01
202838	19462	RU	0.02
269426	19460	BR	0.01
53094	19457	BR	0.01
135795	19452	IN	0.0
109	19448	IN	0.0
44209	19440	UA	0.1
266117	19436	BR	0.01
52944	19436	BR	0.01
9676	19430	TW	0.1
9848	19426	KR	0.04
57888	19423	CZ	0.21
269220	19421	BR	0.01
21034	19415	IT	0.05
269121	19406	BR	0.01
13381	19403	CL	0.14
138245	19400	IN	0.0
52941	19400	BR	0.01
21837	19396	US	0.01
28192	19382	BR	0.01
57013	19380	KZ	0.19
7049	19356	CL	0.14
37090	19355	BJ	2.95
23155	19352	US	0.01
48926	19347	CZ	0.21
135776	19337	IN	0.0
49776	19333	RU	0.02
38121	19333	KR	0.04
262756	19331	BR	0.01
23777	19295	JP	0.02
134883	19274	IN	0.0
23481	19270	US	0.01
55286	19264	CA	0.06
30779	19259	UA	0.1
22926	19243	US	0.01
39440	19232	CH	0.26
23578	19232	KR	0.04
204279	19227	LU	3.39
205889	19219	IQ	0.37
25178	19217	GB	0.03
56724	19216	RU	0.02
262620	19209	BR	0.01
197798	19206	CZ	0.2
29321	19194	CZ	0.2
265457	19182	BR	0.01
58134	19174	RU	0.02
263154	19173	BR	0.01
139806	19173	BD	0.09
53848	19160	US	0.01
138658	19159	BD	0.09
9934	19131	MN	1.7
59478	19127	UA	0.1
40328	19125	US	0.01
62365	19124	DE	0.03
265185	19116	BR	0.01
53178	19110	BR	0.01
60609	19100	ES	0.05
51896	19094	IS	5.62
53050	19092	BR	0.01
208448	19084	KZ	0.18
15054	19078	US	0.01
263019	19071	BR	0.01
31404	19065	DK	0.34
267106	19065	BR	0.01
266975	19062	BR	0.01
268404	19056	BR	0.01
262682	19047	BR	0.01
28843	19035	LV	1.3
136365	19029	IN	0.0
264023	19029	BR	0.01
56566	19013	CZ	0.2
264499	19011	BR	0.01
60398	19009	LB	0.41
32020	19004	BM	32.06
132637	18983	ID	0.03
56017	18982	PF	10.31
266366	18981	BR	0.01
263427	18972	BR	0.01
42239	18971	UA	0.1
53138	18969	BR	0.01
267474	18963	BR	0.01
263349	18960	BR	0.01
39709	18957	RU	0.02
327987	18956	ZA	0.06
263650	18954	BR	0.01
264025	18939	BR	0.01
14750	18937	US	0.01
8560	18936	ES	0.05
31404	18935	SE	0.2
48000	18920	RU	0.02
41371	18914	KZ	0.18
57781	18911	RU	0.02
14671	18909	US	0.01
51937	18905	EE	1.59
52428	18897	AR	0.06
201770	18892	FR	0.03
39869	18883	PL	0.07
5385	18881	AT	0.27
59652	18881	UA	0.1
263067	18877	BR	0.01
24685	18869	UA	0.1
138146	18865	BD	0.09
48661	18855	CZ	0.2
52369	18852	AR	0.06
264449	18841	BR	0.01
52339	18840	AR	0.06
134343	18836	IN	0.0
19635	18835	US	0.01
4581	18827	US	0.01
44124	18818	PL	0.07
4648	18802	NZ	0.44
135844	18799	IN	0.0
55872	18795	NZ	0.44
266769	18779	AR	0.06
59702	18775	SE	0.2
269246	18769	BR	0.01
267521	18766	BR	0.01
133695	18765	IN	0.0
202254	18765	TR	0.04
48917	18763	BG	0.46
46261	18756	US	0.01
42892	18753	RU	0.02
45113	18748	CN	0.0
29838	18748	US	0.01
1299	18730	SE	0.2
137425	18725	BD	0.08
263632	18724	BR	0.01
35573	18720	RS	0.4
135043	18715	NP	0.36
43709	18691	CZ	0.2
23853	18690	CN	0.0
54119	18690	US	0.01
328320	18683	ZA	0.06
55943	18675	PF	10.14
31263	18667	IT	0.05
138272	18647	IN	0.0
39623	18644	CZ	0.2
28233	18634	BR	0.01
264042	18634	BR	0.01
